,HomeTeam,HomeScore,HomePrediction,AwayTeam,AwayScore,AwayPrediction,Date,Gameweek,Player,PredictionAdded,ResultAdded,Points,Season
381,Nott'm Forest,3.0,1.0,Fulham,1.0,2.0,02/04/2024,31.0,Simon,1,1,0,23/24
382,Nott'm Forest,1.0,1.0,Brentford,1.0,1.0,01/10/2023,7.0,Simon,1,1,3,23/24
383,Nott'm Forest,0.0,0.0,Liverpool,1.0,3.0,02/03/2024,27.0,Simon,1,1,1,23/24
384,Nott'm Forest,2.0,2.0,Bournemouth,3.0,2.0,23/12/2023,18.0,Simon,1,1,0,23/24
385,Nott'm Forest,2.0,1.0,Wolves,2.0,0.0,13/04/2024,33.0,Simon,1,1,0,23/24
386,Nott'm Forest,2.0,1.0,Brighton,3.0,0.0,25/11/2023,13.0,Simon,1,1,0,23/24
387,Nott'm Forest,0.0,1.0,Spurs,2.0,3.0,15/12/2023,17.0,Simon,1,1,1,23/24
388,Nott'm Forest,2.0,1.0,Man Utd,1.0,3.0,30/12/2023,20.0,Simon,1,1,0,23/24
389,Nott'm Forest,0.0,1.0,Man City,2.0,3.0,28/04/2024,35.0,Simon,1,1,1,23/24
390,Nott'm Forest,2.0,1.0,Newcastle,3.0,2.0,10/02/2024,24.0,Simon,1,1,1,23/24
391,Nott'm Forest,2.0,0.0,Aston Villa,0.0,2.0,05/11/2023,11.0,Simon,1,1,0,23/24
392,Nott'm Forest,0.0,1.0,Everton,1.0,1.0,02/12/2023,14.0,Simon,1,1,0,23/24
393,Nott'm Forest,2.0,1.0,West Ham,0.0,0.0,17/02/2024,25.0,Simon,1,1,1,23/24
394,Nott'm Forest,2.0,1.0,Chelsea,3.0,3.0,11/05/2024,37.0,Simon,1,1,1,23/24
395,Nott'm Forest,1.0,1.0,Crystal Palace,1.0,0.0,30/03/2024,30.0,Simon,1,1,0,23/24
396,Nott'm Forest,1.0,1.0,Arsenal,2.0,2.0,30/01/2024,22.0,Simon,1,1,3,23/24
397,Nott'm Forest,1.0,2.0,Burnley,1.0,1.0,18/09/2023,5.0,Simon,1,1,0,23/24
398,Nott'm Forest,2.0,2.0,Luton,2.0,1.0,21/10/2023,9.0,Simon,1,1,0,23/24
399,Sheffield Utd,1.0,1.0,Nott'm Forest,3.0,2.0,04/05/2024,36.0,Simon,1,1,1,23/24
400,Sheffield Utd,3.0,1.0,Fulham,3.0,2.0,30/03/2024,30.0,Simon,1,1,0,23/24
401,Sheffield Utd,1.0,0.0,Brentford,0.0,1.0,09/12/2023,16.0,Simon,1,1,0,23/24
402,Sheffield Utd,0.0,0.0,Liverpool,2.0,4.0,06/12/2023,15.0,Simon,1,1,1,23/24
403,Sheffield Utd,1.0,1.0,Bournemouth,3.0,1.0,25/11/2023,13.0,Simon,1,1,0,23/24
404,Sheffield Utd,2.0,0.0,Wolves,1.0,1.0,04/11/2023,11.0,Simon,1,1,0,23/24
405,Sheffield Utd,0.0,1.0,Brighton,5.0,0.0,18/02/2024,25.0,Simon,1,1,0,23/24
406,Sheffield Utd,0.0,0.0,Spurs,3.0,3.0,19/05/2024,38.0,Simon,1,1,3,23/24
407,Sheffield Utd,1.0,0.0,Man Utd,2.0,2.0,21/10/2023,9.0,Simon,1,1,1,23/24
408,Sheffield Utd,1.0,0.0,Man City,2.0,4.0,27/08/2023,3.0,Simon,1,1,1,23/24
409,Sheffield Utd,0.0,0.0,Newcastle,8.0,2.0,24/09/2023,6.0,Simon,1,1,1,23/24
410,Sheffield Utd,0.0,0.0,Aston Villa,5.0,2.0,03/02/2024,23.0,Simon,1,1,1,23/24
411,Sheffield Utd,2.0,1.0,Everton,2.0,0.0,02/09/2023,4.0,Simon,1,1,0,23/24
412,Sheffield Utd,2.0,1.0,West Ham,2.0,0.0,21/01/2024,21.0,Simon,1,1,0,23/24
413,Sheffield Utd,2.0,1.0,Chelsea,2.0,3.0,07/04/2024,32.0,Simon,1,1,0,23/24
414,Sheffield Utd,0.0,1.0,Crystal Palace,1.0,2.0,12/08/2023,1.0,Simon,1,1,1,23/24
415,Sheffield Utd,0.0,0.0,Arsenal,6.0,3.0,04/03/2024,27.0,Simon,1,1,1,23/24
416,Sheffield Utd,1.0,1.0,Burnley,4.0,0.0,20/04/2024,34.0,Simon,1,1,0,23/24
417,Sheffield Utd,2.0,2.0,Luton,3.0,2.0,26/12/2023,19.0,Simon,1,1,0,23/24
418,Fulham,5.0,1.0,Nott'm Forest,0.0,0.0,06/12/2023,15.0,Simon,1,1,1,23/24
419,Fulham,3.0,1.0,Sheffield Utd,1.0,1.0,07/10/2023,8.0,Simon,1,1,0,23/24
420,Fulham,0.0,1.0,Brentford,3.0,2.0,19/08/2023,2.0,Simon,1,1,1,23/24
421,Fulham,1.0,1.0,Liverpool,3.0,3.0,21/04/2024,34.0,Simon,1,1,3,23/24
422,Fulham,3.0,2.0,Bournemouth,1.0,2.0,10/02/2024,24.0,Simon,1,1,0,23/24
423,Fulham,3.0,1.0,Wolves,2.0,2.0,27/11/2023,13.0,Simon,1,1,0,23/24
424,Fulham,3.0,2.0,Brighton,0.0,2.0,02/03/2024,27.0,Simon,1,1,0,23/24
425,Fulham,3.0,1.0,Spurs,0.0,3.0,16/03/2024,29.0,Simon,1,1,0,23/24
426,Fulham,0.0,1.0,Man Utd,1.0,1.0,04/11/2023,11.0,Simon,1,1,0,23/24
427,Fulham,0.0,1.0,Man City,4.0,1.0,11/05/2024,37.0,Simon,1,1,0,23/24
428,Fulham,0.0,2.0,Newcastle,1.0,2.0,06/04/2024,32.0,Simon,1,1,0,23/24
429,Fulham,1.0,1.0,Aston Villa,2.0,1.0,17/02/2024,25.0,Simon,1,1,0,23/24
430,Fulham,0.0,2.0,Everton,0.0,1.0,30/01/2024,22.0,Simon,1,1,0,23/24
431,Fulham,5.0,1.0,West Ham,0.0,1.0,10/12/2023,16.0,Simon,1,1,0,23/24
432,Fulham,0.0,1.0,Chelsea,2.0,1.0,02/10/2023,7.0,Simon,1,1,0,23/24
433,Fulham,1.0,1.0,Crystal Palace,1.0,1.0,27/04/2024,35.0,Simon,1,1,3,23/24
434,Fulham,2.0,1.0,Arsenal,1.0,1.0,31/12/2023,20.0,Simon,1,1,0,23/24
435,Fulham,0.0,2.0,Burnley,2.0,0.0,23/12/2023,18.0,Simon,1,1,0,23/24
436,Fulham,1.0,1.0,Luton,0.0,0.0,16/09/2023,5.0,Simon,1,1,3,23/24
437,Brentford,3.0,1.0,Nott'm Forest,2.0,1.0,20/01/2024,21.0,Simon,1,1,0,23/24
438,Brentford,2.0,2.0,Sheffield Utd,0.0,1.0,13/04/2024,33.0,Simon,1,1,1,23/24
439,Brentford,0.0,1.0,Fulham,0.0,0.0,04/05/2024,36.0,Simon,1,1,0,23/24
440,Brentford,1.0,1.0,Liverpool,4.0,3.0,17/02/2024,25.0,Simon,1,1,1,23/24
441,Brentford,2.0,2.0,Bournemouth,2.0,0.0,02/09/2023,4.0,Simon,1,1,0,23/24
442,Brentford,1.0,1.0,Wolves,4.0,1.0,27/12/2023,19.0,Simon,1,1,0,23/24
443,Brentford,0.0,2.0,Brighton,0.0,1.0,03/04/2024,31.0,Simon,1,1,0,23/24
444,Brentford,2.0,2.0,Spurs,2.0,1.0,13/08/2023,1.0,Simon,1,1,0,23/24
445,Brentford,1.0,1.0,Man Utd,1.0,2.0,30/03/2024,30.0,Simon,1,1,0,23/24
446,Brentford,1.0,0.0,Man City,3.0,3.0,05/02/2024,23.0,Simon,1,1,1,23/24
447,Brentford,2.0,1.0,Newcastle,4.0,1.0,19/05/2024,38.0,Simon,1,1,0,23/24
448,Brentford,1.0,2.0,Aston Villa,2.0,2.0,17/12/2023,17.0,Simon,1,1,0,23/24
449,Brentford,1.0,1.0,Everton,3.0,0.0,23/09/2023,6.0,Simon,1,1,0,23/24
450,Brentford,3.0,1.0,West Ham,2.0,2.0,04/11/2023,11.0,Simon,1,1,0,23/24
451,Brentford,2.0,1.0,Chelsea,2.0,2.0,02/03/2024,27.0,Simon,1,1,0,23/24
452,Brentford,1.0,2.0,Crystal Palace,1.0,0.0,26/08/2023,3.0,Simon,1,1,0,23/24
453,Brentford,0.0,1.0,Arsenal,1.0,2.0,25/11/2023,13.0,Simon,1,1,1,23/24
454,Brentford,3.0,2.0,Burnley,0.0,1.0,21/10/2023,9.0,Simon,1,1,1,23/24
455,Brentford,3.0,2.0,Luton,1.0,1.0,02/12/2023,14.0,Simon,1,1,1,23/24
456,Liverpool,3.0,2.0,Nott'm Forest,0.0,0.0,29/10/2023,10.0,Simon,1,1,1,23/24
457,Liverpool,3.0,5.0,Sheffield Utd,1.0,0.0,04/04/2024,31.0,Simon,1,1,1,23/24
458,Liverpool,4.0,4.0,Fulham,3.0,0.0,03/12/2023,14.0,Simon,1,1,1,23/24
459,Liverpool,3.0,3.0,Brentford,0.0,1.0,12/11/2023,12.0,Simon,1,1,1,23/24
460,Liverpool,3.0,3.0,Bournemouth,1.0,0.0,19/08/2023,2.0,Simon,1,1,1,23/24
461,Liverpool,2.0,3.0,Wolves,0.0,1.0,19/05/2024,38.0,Simon,1,1,1,23/24
462,Liverpool,2.0,3.0,Brighton,1.0,1.0,31/03/2024,30.0,Simon,1,1,1,23/24
463,Liverpool,4.0,3.0,Spurs,2.0,1.0,05/05/2024,36.0,Simon,1,1,1,23/24
464,Liverpool,0.0,3.0,Man Utd,0.0,1.0,17/12/2023,17.0,Simon,1,1,0,23/24
465,Liverpool,1.0,2.0,Man City,1.0,3.0,10/03/2024,28.0,Simon,1,1,0,23/24
466,Liverpool,4.0,2.0,Newcastle,2.0,0.0,01/01/2024,20.0,Simon,1,1,1,23/24
467,Liverpool,3.0,2.0,Aston Villa,0.0,2.0,03/09/2023,4.0,Simon,1,1,0,23/24
468,Liverpool,2.0,3.0,Everton,0.0,1.0,21/10/2023,9.0,Simon,1,1,1,23/24
469,Liverpool,3.0,2.0,West Ham,1.0,1.0,24/09/2023,6.0,Simon,1,1,1,23/24
470,Liverpool,4.0,3.0,Chelsea,1.0,2.0,31/01/2024,22.0,Simon,1,1,1,23/24
471,Liverpool,0.0,3.0,Crystal Palace,1.0,0.0,14/04/2024,33.0,Simon,1,1,0,23/24
472,Liverpool,1.0,1.0,Arsenal,1.0,2.0,23/12/2023,18.0,Simon,1,1,0,23/24
473,Liverpool,3.0,4.0,Burnley,1.0,1.0,10/02/2024,24.0,Simon,1,1,1,23/24
474,Liverpool,4.0,4.0,Luton,1.0,0.0,21/02/2024,25.0,Simon,1,1,1,23/24
475,Bournemouth,1.0,2.0,Nott'm Forest,1.0,0.0,04/02/2024,23.0,Simon,1,1,0,23/24
476,Bournemouth,2.0,2.0,Sheffield Utd,2.0,0.0,09/03/2024,28.0,Simon,1,1,0,23/24
477,Bournemouth,3.0,2.0,Fulham,0.0,0.0,26/12/2023,19.0,Simon,1,1,1,23/24
478,Bournemouth,1.0,2.0,Brentford,2.0,1.0,11/05/2024,37.0,Simon,1,1,0,23/24
479,Bournemouth,0.0,1.0,Liverpool,4.0,3.0,21/01/2024,21.0,Simon,1,1,1,23/24
480,Bournemouth,1.0,0.0,Wolves,2.0,1.0,21/10/2023,9.0,Simon,1,1,1,23/24
481,Bournemouth,3.0,1.0,Brighton,0.0,0.0,28/04/2024,35.0,Simon,1,1,1,23/24
482,Bournemouth,0.0,1.0,Spurs,2.0,2.0,26/08/2023,3.0,Simon,1,1,1,23/24
483,Bournemouth,2.0,1.0,Man Utd,2.0,3.0,13/04/2024,33.0,Simon,1,1,0,23/24
484,Bournemouth,0.0,0.0,Man City,1.0,2.0,24/02/2024,26.0,Simon,1,1,1,23/24
485,Bournemouth,2.0,0.0,Newcastle,0.0,1.0,11/11/2023,12.0,Simon,1,1,0,23/24
486,Bournemouth,2.0,0.0,Aston Villa,2.0,2.0,03/12/2023,14.0,Simon,1,1,0,23/24
487,Bournemouth,2.0,1.0,Everton,1.0,1.0,30/03/2024,30.0,Simon,1,1,0,23/24
488,Bournemouth,1.0,1.0,West Ham,1.0,1.0,12/08/2023,1.0,Simon,1,1,3,23/24
489,Bournemouth,0.0,0.0,Chelsea,0.0,2.0,17/09/2023,5.0,Simon,1,1,0,23/24
490,Bournemouth,1.0,1.0,Crystal Palace,0.0,1.0,02/04/2024,31.0,Simon,1,1,0,23/24
491,Bournemouth,0.0,0.0,Arsenal,4.0,2.0,30/09/2023,7.0,Simon,1,1,1,23/24
492,Bournemouth,2.0,0.0,Burnley,1.0,0.0,28/10/2023,10.0,Simon,1,1,0,23/24
493,Bournemouth,4.0,1.0,Luton,3.0,1.0,16/12/2023,28.0,Simon,1,1,0,23/24
494,Wolves,1.0,2.0,Nott'm Forest,1.0,0.0,09/12/2023,16.0,Simon,1,1,0,23/24
495,Wolves,1.0,3.0,Sheffield Utd,0.0,0.0,25/02/2024,26.0,Simon,1,1,1,23/24
496,Wolves,2.0,2.0,Fulham,1.0,2.0,09/03/2024,28.0,Simon,1,1,0,23/24
497,Wolves,0.0,2.0,Brentford,2.0,0.0,10/02/2024,24.0,Simon,1,1,0,23/24
498,Wolves,1.0,0.0,Liverpool,3.0,2.0,16/09/2023,5.0,Simon,1,1,1,23/24
499,Wolves,0.0,1.0,Bournemouth,1.0,1.0,24/04/2024,34.0,Simon,1,1,0,23/24
500,Wolves,1.0,0.0,Brighton,4.0,2.0,19/08/2023,2.0,Simon,1,1,1,23/24
501,Wolves,2.0,1.0,Spurs,1.0,1.0,11/11/2023,12.0,Simon,1,1,0,23/24
502,Wolves,3.0,2.0,Man Utd,4.0,2.0,01/02/2024,22.0,Simon,1,1,0,23/24
503,Wolves,2.0,0.0,Man City,1.0,3.0,30/09/2023,7.0,Simon,1,1,0,23/24
504,Wolves,2.0,2.0,Newcastle,2.0,1.0,28/10/2023,10.0,Simon,1,1,0,23/24
505,Wolves,1.0,1.0,Aston Villa,1.0,2.0,08/10/2023,8.0,Simon,1,1,0,23/24
506,Wolves,3.0,2.0,Everton,0.0,2.0,30/12/2023,20.0,Simon,1,1,0,23/24
507,Wolves,1.0,1.0,West Ham,2.0,2.0,06/04/2024,32.0,Simon,1,1,3,23/24
508,Wolves,2.0,2.0,Chelsea,1.0,1.0,24/12/2023,18.0,Simon,1,1,3,23/24
509,Wolves,1.0,1.0,Crystal Palace,3.0,1.0,11/05/2024,37.0,Simon,1,1,0,23/24
510,Wolves,0.0,1.0,Arsenal,2.0,1.0,20/04/2024,34.0,Simon,1,1,0,23/24
511,Wolves,1.0,2.0,Burnley,0.0,0.0,05/12/2023,15.0,Simon,1,1,1,23/24
512,Wolves,2.0,0.0,Luton,1.0,1.0,27/04/2024,35.0,Simon,1,1,0,23/24
513,Brighton,1.0,3.0,Nott'm Forest,0.0,1.0,10/03/2024,28.0,Simon,1,1,1,23/24
514,Brighton,1.0,2.0,Sheffield Utd,1.0,1.0,12/11/2023,12.0,Simon,1,1,0,23/24
515,Brighton,1.0,2.0,Fulham,1.0,0.0,29/10/2023,10.0,Simon,1,1,0,23/24
516,Brighton,2.0,1.0,Brentford,1.0,1.0,06/12/2023,15.0,Simon,1,1,0,23/24
517,Brighton,2.0,1.0,Liverpool,2.0,3.0,08/10/2023,8.0,Simon,1,1,0,23/24
518,Brighton,3.0,4.0,Bournemouth,1.0,1.0,24/09/2023,6.0,Simon,1,1,1,23/24
519,Brighton,0.0,2.0,Wolves,0.0,1.0,22/01/2024,21.0,Simon,1,1,0,23/24
520,Brighton,4.0,3.0,Spurs,2.0,2.0,28/12/2023,19.0,Simon,1,1,1,23/24
521,Brighton,0.0,2.0,Man Utd,2.0,1.0,19/05/2024,38.0,Simon,1,1,0,23/24
522,Brighton,0.0,1.0,Man City,4.0,1.0,25/04/2024,34.0,Simon,1,1,0,23/24
523,Brighton,3.0,1.0,Newcastle,1.0,1.0,02/09/2023,4.0,Simon,1,1,0,23/24
524,Brighton,1.0,0.0,Aston Villa,0.0,1.0,05/05/2024,36.0,Simon,1,1,0,23/24
525,Brighton,1.0,2.0,Everton,1.0,1.0,24/02/2024,26.0,Simon,1,1,0,23/24
526,Brighton,1.0,3.0,West Ham,3.0,2.0,26/08/2023,3.0,Simon,1,1,0,23/24
527,Brighton,1.0,2.0,Chelsea,2.0,1.0,15/05/2024,37.0,Simon,1,1,0,23/24
528,Brighton,4.0,2.0,Crystal Palace,1.0,1.0,03/02/2024,23.0,Simon,1,1,1,23/24
529,Brighton,0.0,0.0,Arsenal,3.0,1.0,06/04/2024,32.0,Simon,1,1,1,23/24
530,Brighton,1.0,2.0,Burnley,1.0,0.0,09/12/2023,16.0,Simon,1,1,0,23/24
531,Brighton,4.0,3.0,Luton,1.0,0.0,12/08/2023,1.0,Simon,1,1,1,23/24
532,Spurs,3.0,2.0,Nott'm Forest,1.0,0.0,07/04/2024,32.0,Simon,1,1,1,23/24
533,Spurs,2.0,3.0,Sheffield Utd,1.0,1.0,16/09/2023,5.0,Simon,1,1,1,23/24
534,Spurs,2.0,2.0,Fulham,0.0,1.0,23/10/2023,9.0,Simon,1,1,1,23/24
535,Spurs,3.0,2.0,Brentford,2.0,2.0,31/01/2024,22.0,Simon,1,1,0,23/24
536,Spurs,2.0,2.0,Liverpool,1.0,3.0,30/09/2023,7.0,Simon,1,1,0,23/24
537,Spurs,3.0,3.0,Bournemouth,1.0,2.0,31/12/2023,20.0,Simon,1,1,1,23/24
538,Spurs,1.0,3.0,Wolves,2.0,1.0,17/02/2024,25.0,Simon,1,1,0,23/24
539,Spurs,2.0,3.0,Brighton,1.0,2.0,10/02/2024,24.0,Simon,1,1,1,23/24
540,Spurs,2.0,1.0,Man Utd,0.0,1.0,19/08/2023,2.0,Simon,1,1,0,23/24
541,Spurs,0.0,0.0,Man City,2.0,3.0,14/05/2024,37.0,Simon,1,1,1,23/24
542,Spurs,4.0,1.0,Newcastle,1.0,1.0,10/12/2023,16.0,Simon,1,1,0,23/24
543,Spurs,1.0,2.0,Aston Villa,2.0,1.0,26/11/2023,13.0,Simon,1,1,0,23/24
544,Spurs,2.0,1.0,Everton,1.0,1.0,23/12/2023,18.0,Simon,1,1,0,23/24
545,Spurs,1.0,2.0,West Ham,2.0,0.0,07/12/2023,15.0,Simon,1,1,0,23/24
546,Spurs,1.0,2.0,Chelsea,4.0,1.0,06/11/2023,11.0,Simon,1,1,0,23/24
547,Spurs,3.0,2.0,Crystal Palace,1.0,0.0,02/03/2024,27.0,Simon,1,1,1,23/24
548,Spurs,2.0,2.0,Arsenal,3.0,2.0,28/04/2024,35.0,Simon,1,1,0,23/24
549,Spurs,2.0,2.0,Burnley,1.0,2.0,11/05/2024,37.0,Simon,1,1,0,23/24
550,Spurs,2.0,3.0,Luton,1.0,1.0,30/03/2024,30.0,Simon,1,1,1,23/24
551,Man Utd,3.0,2.0,Nott'm Forest,2.0,1.0,26/08/2023,3.0,Simon,1,1,1,23/24
552,Man Utd,4.0,2.0,Sheffield Utd,2.0,0.0,24/04/2024,34.0,Simon,1,1,1,23/24
553,Man Utd,1.0,3.0,Fulham,2.0,1.0,24/02/2024,26.0,Simon,1,1,0,23/24
554,Man Utd,2.0,2.0,Brentford,1.0,2.0,07/10/2023,8.0,Simon,1,1,0,23/24
555,Man Utd,2.0,2.0,Liverpool,2.0,3.0,07/04/2024,32.0,Simon,1,1,0,23/24
556,Man Utd,0.0,2.0,Bournemouth,3.0,1.0,09/12/2023,16.0,Simon,1,1,0,23/24
557,Man Utd,1.0,3.0,Wolves,0.0,0.0,14/08/2023,1.0,Simon,1,1,1,23/24
558,Man Utd,1.0,2.0,Brighton,3.0,2.0,16/09/2023,5.0,Simon,1,1,0,23/24
559,Man Utd,2.0,2.0,Spurs,2.0,2.0,14/01/2024,21.0,Simon,1,1,3,23/24
560,Man Utd,0.0,1.0,Man City,3.0,3.0,29/10/2023,10.0,Simon,1,1,1,23/24
561,Man Utd,3.0,0.0,Newcastle,2.0,1.0,15/05/2024,37.0,Simon,1,1,0,23/24
562,Man Utd,3.0,2.0,Aston Villa,2.0,1.0,26/12/2023,19.0,Simon,1,1,1,23/24
563,Man Utd,2.0,2.0,Everton,0.0,1.0,09/03/2024,28.0,Simon,1,1,1,23/24
564,Man Utd,3.0,2.0,West Ham,0.0,1.0,04/02/2024,23.0,Simon,1,1,1,23/24
565,Man Utd,2.0,1.0,Chelsea,1.0,2.0,06/12/2023,15.0,Simon,1,1,0,23/24
566,Man Utd,0.0,2.0,Crystal Palace,1.0,0.0,30/09/2023,7.0,Simon,1,1,0,23/24
567,Man Utd,0.0,0.0,Arsenal,1.0,2.0,12/05/2024,37.0,Simon,1,1,1,23/24
568,Man Utd,1.0,3.0,Burnley,1.0,1.0,27/04/2024,35.0,Simon,1,1,0,23/24
569,Man Utd,1.0,2.0,Luton,0.0,0.0,11/11/2023,12.0,Simon,1,1,1,23/24
